R,A1,A2,A3,Q1,Q2,Q3,Q4
0.7029967152452629,1,1,0,3.7240950783230824,2.1994311325404263,3.11041444754374,1.4138507154867304
0.768810122980138,1,1,0,0.522434433153027,2.0007723267035074,-2.021231541915677,1.550180639199808
0.37929617212492417,1,0,1,-1.2375438072815217,2.5054454404072652,1.5455990563131254,4.2765905326926275
0.5148147812772015,0,1,0,-2.423296017551039,1.3184771316749226,-0.4658645035857383,-1.8391959349885059
0.6055325876438358,0,0,0,2.4071268345554637,1.9831870376509166,5.527677203193555,0.573242493824442
0.21065185377364246,1,1,1,-0.26035296582670964,2.4276155218513287,2.611699417566671,-1.2084354723837691
0.747230089218545,0,0,0,-1.0694665186326662,1.4503135927926558,-1.9217682930363922,4.206064355870738
0.6775960118798091,1,0,1,0.6419384157752226,2.6136646770889667,-3.4188406023893254,0.13146584210449314
0.7119011863027406,0,1,1,-0.7878633022106122,1.5407316471954824,5.247155059353001,0.7157663428920403
0.6760823505705295,0,1,0,-0.8378042725804618,0.3434517092096203,-2.0346001383288015,-0.38468310329577265
0.43939778134742147,0,1,1,-1.299595733555232,2.693505603381041,-2.5741218520299625,-1.071491640460231
0.703295956435873,1,1,1,2.8178315376311,1.2075103176831181,3.5804653581158545,1.4011197644965172
0.3768311557077353,1,1,1,1.4054109509512764,2.975367395636421,-2.373401218925022,0.8920882811984994
0.5952878358122222,0,1,1,1.0326081475034066,0.7232054834735295,-1.8348148824570405,-1.5912749227164884
0.39323460201066684,1,0,1,3.374214172749726,2.152464645803758,-2.389756580187953,2.9481587471095816
0.6165867137799431,1,1,1,5.485258997471113,1.668557157924816,4.640997521701645,1.2029899555547596
0.7637685116462452,1,0,1,0.534368611444998,1.0279489929110603,-0.251767134978,1.1711150690195964
0.38168457357464786,1,0,0,2.3704767762622594,1.9514286772272165,1.2434409742935364,-0.5166323848455793
0.5984828639513398,0,0,1,3.4807915957042086,1.0674757064762324,5.2845583753317165,0.10838930950850623
0.5036509542720976,1,1,1,0.9609659743880206,0.1952689862777478,-2.089339438127775,-0.1262240196805371
0.6915293361549966,0,0,0,-0.6672144543296185,0.22480419493875325,6.748864717572307,-1.9610434436006587
0.5651487411156029,0,1,0,4.7786907694868805,0.5491357486971074,2.668089545406774,3.9726123180733817
0.6140971975769225,1,0,1,-0.05594524467387359,2.5302135629417224,-2.0219760324809535,3.7172127662782835
0.5086435540129876,1,1,1,0.14801597946868778,2.638992991986683,1.29408264267027,4.8445977258913615
0.6252412843652065,1,0,0,-0.5565025633698939,0.54611698346721,-5.391264557003856,-5.6545261935686435
0.48956225448541885,0,0,0,1.438471264706839,1.4220110455430919,0.37268162676001076,-4.253304913924087
0.6161476577267818,0,0,1,0.2666599652974716,1.9550844264522014,-0.034546966895088634,2.7918777090705267
0.5892757652539793,0,1,0,-2.6625090402062286,1.3202842969884188,-0.5835845216227225,3.1443467154988474
0.5742649671740185,0,0,0,-2.500067448347891,1.405500026284357,-0.7545462619815464,-1.2903684670880162
0.6342666043510752,0,0,0,-0.6366352319508549,0.12684432309918126,3.3645263455345393,-1.327295579643343
0.9733417836324842,1,1,0,0.24383730127428965,1.9701420426669347,-4.226153788472587,-0.03848484452520975
0.6510986557135989,1,0,1,0.7100036860577359,2.313294557978697,0.6374798189261378,6.221442841114158
0.5886261534595008,1,1,0,1.458774756144263,1.102701054300054,1.7603584235654153,3.7421523168090958
0.4874868741014266,1,1,1,-1.5148355280441752,0.8685186814804049,1.5573857551617243,-5.014891790875398
0.7178811753743979,0,1,1,5.141718144448172,1.0999700488705693,-5.081837555265557,1.1205590556700185
0.6644597628475879,1,1,0,3.8806729853436956,1.963185434060836,-0.9424176063104761,0.20977804955796203
0.3677756471902261,0,0,0,1.148729856362174,0.2007146897067299,3.502657321200773,0.14688581759774094
0.5416621367935703,1,1,1,1.6761894405137534,0.13922380515643007,-2.570940485837572,0.18754020570844193
0.8814718530857978,0,0,1,1.9218643348264963,0.3786549581580271,3.31841387298049,4.698370571073406
0.4874915683878406,1,1,1,-0.30615707518850155,1.5618777997748707,1.1035507691361226,2.6954063504463006
0.511097686547248,1,0,0,-3.208637131601837,0.9157832037453892,-5.032214680686234,4.294849375127464
0.8403716797924607,1,1,1,3.969198234506802,2.5597601644086345,1.4296558097837266,-1.591480315012358
0.8001001121451536,0,1,1,0.9952956926544747,2.374497151053509,5.348745847241924,0.42353108765389436
0.3141940901597063,0,1,1,-3.1964655101251065,0.08732167679014957,1.856173921885154,0.28153128735641403
0.6103810744695449,1,0,0,-0.5475213780301289,1.4093315041748964,3.3932746747412157,0.4705037315931531
0.7638778023464718,1,0,0,3.2200792999006493,2.0209964889043355,0.28396812334816746,1.1114926216757324
0.5874572738372507,1,1,1,2.4032645975915408,2.911047843059502,2.1865162818346313,-2.4088395316270406
0.8208568515649904,0,1,1,1.0371942001616765,0.8203752299408005,-0.44079607306505864,2.1849941375554716
0.6415843032677374,1,1,0,2.208166254372857,1.0201957933480361,-2.238125240002997,-4.124256450639938
0.56451691600214,1,0,1,5.956473275153854,1.1903120155364268,4.250651629431107,-3.281997356414324
0.5645495920381932,0,0,1,3.8356695421004274,1.0890715153404114,2.164867435314269,-4.501929260581218
0.7376981827040672,0,1,0,-2.060208436792089,2.7590694315374,-0.5206827018106522,-0.4657650897792447
0.6484325873483918,0,0,0,-1.600222865726289,2.289679139949255,0.7094496412345207,0.05914807464427644
0.6274355760735274,0,0,0,0.4588179702935295,1.9972770994080984,-1.32774891593021,1.582635489825462
0.41525141207816596,1,0,1,1.1986582116234017,1.508492870795144,0.12586434542381578,0.6055202213101725
0.5564098692685882,1,0,0,-5.569986951279167,2.4877781934367325,0.7913163541402142,1.515190845258715
0.5703462021934754,0,1,1,-2.9125723729666784,2.5795300104477477,2.1541149766415097,1.382637212231562
0.650481348372342,1,0,1,3.6945808787838477,1.002367783671049,-3.9988495504635893,2.0479574342009905
0.7753089895883695,0,0,0,-3.2166515273839664,1.0246920656920044,-3.4998012586273397,-1.8630116299545971
0.623974464048617,0,1,0,2.500778459860967,2.2875057661210962,1.866063280151352,-3.3467525230415953
0.6595292178561138,0,0,0,-0.7636975064467655,2.5547707546036396,1.4539752184174517,1.3958548177469001
0.45984716548199794,0,1,1,2.009662282689214,0.171418433046036,3.9000199790195995,-0.6078222822160539
0.8338369357849318,0,1,1,3.1650852268903025,2.9861124229297062,2.737186860070699,1.046958888972111
0.445920942983695,1,1,0,-2.3073974936693507,0.36587152011535906,3.6917580983595157,1.4006322756059566
0.7248868449097494,0,1,1,2.4340573310929763,2.4262915576333373,5.375865994592741,-3.4678385228905304
0.5619957050326502,0,1,1,2.628295903453985,0.646255708448863,1.3927469978084082,-1.591930171654879
0.5181930049658651,0,1,0,-3.1756870365409644,2.3903905740207954,-5.947755886099905,6.958108657796023
0.8274693648846192,1,1,0,-1.911429312682845,2.809230060036522,-3.1229531097998504,3.9679559773034425
0.7618595468973914,1,0,1,0.21956432047253982,1.6469675680371685,-2.241021912664625,0.3314422515814444
0.49936125999294406,1,0,0,2.7732529681594604,0.445423175439992,0.8709403250640415,0.339247399132404
0.38901293660116865,1,1,1,-3.4703854001424226,0.09965667395284372,-1.3739436204907018,0.028127771588009234
0.6666711507669182,0,1,0,5.129639427830336,2.8902579993709105,0.8421425530358582,5.383877141372856
0.5548208303764187,1,1,0,1.185568189301689,0.7836666987536458,-0.7222586502252696,-3.8000218748781505
0.49441209424936644,0,1,1,-2.280915850563714,1.8921667813947036,2.1423977935778242,3.780256900046951
0.509899282379811,0,1,0,-4.4538314782929245,1.575927419013121,1.6403603221296144,-0.9501689108963487
0.6429414919228127,0,1,1,3.2911922536431355,1.7715275617981612,-7.656522520239227,-4.119442006030893
0.5168306336824922,0,1,1,-3.785273289681689,1.636178402492067,-2.354974061400017,1.6080877492127357
0.5361089708666088,0,1,0,-0.2216145483248638,1.13151544732112,2.5412210598553178,3.6506372387735464
0.5541300939953705,1,1,0,-0.17642662615591387,0.6245576975665966,-0.6369983311418703,-2.190501188099976
0.5310691995635046,1,1,1,0.07711076801568245,1.3275165855032753,0.7132995336178731,4.472294266597289
0.5720939309499412,0,1,0,2.884521801222827,2.8098021982250105,2.6190336894458466,-4.348759643186375
0.6237236164359269,0,0,0,3.8015817378276706,2.626058710197607,3.264760642906428,0.6969464858077814
0.697411987871355,0,0,1,2.562451383794322,1.5084130887394518,-1.7061247988241035,-3.3435177120305877
0.5208750435694399,0,0,0,-5.701768420545799,1.307982980739786,-1.2421073726776335,-4.570635518876792
0.41831089548496386,1,1,1,2.651817518039292,1.9541162865080985,-2.9447837159276227,-2.4065307460576095
0.8055162829150315,1,0,1,-0.5852393812600859,2.1573750481936136,2.2095899499429636,2.171493833737404
0.5973422532858685,1,0,0,-1.5869524841055318,1.4060143537056966,0.9429677951803905,3.080284264926406
0.3916059760055013,0,1,0,-4.07462780173216,1.0536461383843285,0.2598498927971216,6.324367524907168
0.6144210211039616,0,1,1,4.966412770040346,0.9017172904632581,1.1844673831695904,3.533018174094159
0.6101916740847769,0,0,1,1.5414150933034199,2.47140827300824,-1.2916227993884961,-4.875748181443901
0.5708362239643407,1,0,0,-1.9771897671644107,0.8959938585869468,0.041279424703178344,-2.9477803488963827
0.4303538039189344,1,0,0,5.800556417920171,2.672426157345753,2.7885191938888756,-2.0430653462761086
0.8539526125415409,1,0,1,0.891282159733807,2.3206607852602383,2.360870261651657,-1.8216283475201775
0.3173752901628217,1,0,0,-0.6259752170630667,1.378072568932747,5.048421253516694,1.0812161488057384
0.6565685848946275,1,1,1,2.057890829113449,1.9599274609933932,1.9466621509386823,6.844853571229928
0.4963453187548723,1,1,0,-2.9875472542138644,0.09206651045077308,-2.7209298670682376,-5.581796160719926
0.6595779283727873,1,0,0,-0.33886176541277424,2.9881299637253527,-2.7677831120436305,-1.017277208847002
0.5182431039881011,0,0,0,2.960886310056154,0.8875866303146137,0.4597009852440437,0.7478296090054859
0.6141033973999296,1,0,1,3.3511782648996244,0.14854022395742883,-0.44818264335325425,-0.48639160561699785
0.6208653701849807,1,1,1,-2.3893787557592625,0.8862923021218297,-1.2792065381127626,-4.560949734897164
0.5856902614317862,1,1,1,1.5736350548391846,0.018613820471262033,2.6904627681517255,2.227020902488041
0.5076303523135819,1,1,0,2.179064688281435,1.7782873664924455,7.5328014704339115,-2.4676552021111076
0.6130828509917314,0,0,0,-0.7114311255828053,0.3842897330117294,-1.3650289339772406,10.13679643419843
0.6395622388792285,0,0,0,-1.0729533440067511,2.0857064156307414,-0.42222409968014885,0.04430316240715117
0.779501833109309,0,0,0,-6.565751599830545,1.5524228394314863,-0.8671085671340595,-1.5238107749222305
0.5111285780391698,0,0,0,2.496753647891188,0.9213047125705456,5.412972938340527,-0.5808818284964616
0.4899409564064916,0,1,1,4.712470343929001,0.8345685436741869,2.9667143446701267,1.0536736461006755
0.4928475162601359,1,0,1,1.0697153147336378,2.9373206644727192,-2.2687908605976648,2.674650206791126
0.48661381553851696,1,0,0,0.9503993020609842,1.527637944585083,-0.23090563329646746,5.747851211212133
0.6312549786299319,0,1,0,-1.902005120731214,2.063172899759383,0.9398462972418589,-1.5682825587452602
0.6540417953400494,1,1,1,-3.1417042602802083,1.0316242529525894,-0.2424339957169512,3.872129064227204
0.6637411842950185,1,0,1,-0.4262015363009388,2.193489151990495,-0.4453742140993726,4.704058283295851
0.7301842481084796,0,1,1,-4.40926556573594,0.3674136769127012,-2.9750301086892543,-3.9811130534929258
0.7990323603478948,1,1,0,-3.1219840885854095,0.42297140736364747,3.5514757640275296,1.563596089353992
0.6916310320250841,0,0,1,3.3216614181125284,2.9111326884913753,0.46068060921638165,-0.4402751644963926
0.8331213813037471,0,0,1,3.4899275682167152,1.6782549745771753,3.23639903787329,0.5247941016561747
0.5568761368048677,1,1,0,2.2147834207990154,2.0570792097970196,-2.3721316161097556,6.732015875741782
0.4991073495384573,1,0,1,-3.4068169217498765,0.37029635629194224,1.1397498679491065,-4.612757233420956
0.6567079691639961,1,0,0,2.128391443594371,2.7301130537204656,2.092259499618234,-2.0952002987983245
0.5619553275986768,1,1,1,-1.1418347689783683,2.9159515793481705,2.387182466427938,1.534080465328517
0.7236769585260151,0,0,1,-0.028150033962240105,0.3517391480133226,-0.4266799281231941,-0.1955604284336922
0.5629077313374841,1,0,0,-3.2119850677376367,2.683464428821302,3.823870096067404,6.032670552278476
